name,meat
Kolkata Style Vegetable Chop,FALSE
Creamy Chicken Pesto Spaghetti Pasta,TRUE
Sesame Potato Toast,FALSE
Andhra Pepper Chicken,TRUE
"Cabbage, Bell Pepper and Apples with Sriracha Slaw ",FALSE
Hash Browns With Chives,TRUE
Khatti Meethi Lauki Dal - Sweet and Spicy Bottle Gourd Dal,FALSE
Orange Zested Shortbread Cookie (Egg Free/Eggless),FALSE
Bihari Bitter Gourd Potato Vegetable,FALSE
Peerkangai Thogayal - Peerkangai Thogayal,FALSE
Beetroot Moong Phali Sabzi-Beetroot Stir Fry with Roasted Peanuts,FALSE
"Chickpea Salad with Cherry Tomatoes,Olives and Capsicum",FALSE
Sindhi Tahiri - Sindhi Style Sweet Rice,FALSE
Vegetable Rice Upma,FALSE
Parsi Brinjal Capsicum Vegetable - Parsi Style Baingan Capsicum Ka Salan,FALSE
Traditional Bihari Litti Chokha,FALSE
Egg and Ridge Gourd Burji,TRUE
Mini Idli Upma - Mini Idli Upma,FALSE
Garlic Knot,FALSE
Paya Curry | Lamb Trotters,TRUE
Andhra Dondakaya Chutney - Tindora Chutney,FALSE
Murungai Keerai Masala Vadai,FALSE
Dhaba Style Country Chicken,TRUE
3 Beans Stuffed Quesadillas,FALSE
Quick Indian Style Ginger Pickle,FALSE
Spicy And Tangy Bread Upma,FALSE
Shrimp Sambal,TRUE
Mini Potato Cheesy Au Gratin,FALSE
Mango Popsicle,FALSE
Karwar NKGSB Style Bharli Vangi - Brinjal Curry,FALSE
Soto Ayam - Indonesian Chicken Noodle Meal bowl,TRUE
Vegetarian Tofu Matzo Ball Soup,FALSE
Chettinad Mixed Bean Adai,FALSE
Restaurant Style Paneer Lababdar,FALSE
Chocolate And Salted Caramel Tart,FALSE
Jeera Hing Aloo - No Onion No Garlic,FALSE
Cheesy Potatoes,FALSE
Sesame Peanut Potato,FALSE
Potato Sagu,FALSE
Kerala Mutton Roast - Kerala Mutton Masala,TRUE
Horlicks Cookies,FALSE
Watermelon And Corn Salad - A Refreshing Summer Salad,FALSE
Pata Gobi Aur Kele Kofta Curry - No onion No Garlic,FALSE
Tuna Roasted Mushroom Sandwich with Tartare Dip Mayo,FALSE
Dark Chocolate Cherry Cake,FALSE
Sago Khichdi (Savory Tapioca Pearls Stir Fry),FALSE
Lauki Moongphali Soup,FALSE
Whole Wheat Onion Stuffed Kulcha,FALSE
Whole Wheat Palak Naan,FALSE
"Mizoram Inspired Veg Sawhchiar-Rice Pilaf With Kashmiri Red Chillies, Bay Leaf and Paneer",FALSE
Palak Chole,FALSE
Khakara Vegetable Pizza,FALSE
Tri Color Rotini Spirali Pasta Tossed in Creamy Basil Sauce,FALSE
Spinach Omelette,TRUE
Spinach And Feta Cheese Rotolo,FALSE
Cheesy Loaded Veggie Nachoss,FALSE
Maharashtrian Anarsa,FALSE
Lal Mathachi Bhaji - Amaranth Leaves Moong Sprouts Sabzi,FALSE
Cinnamon Rice Pudding With Cherry Compote,FALSE
Aloo Parwal Sabzi,FALSE
Mixed Flour And Spring Onion Cheela,FALSE
Paneer in Yogurt Tomato Curry,FALSE
No Cream Healthy Broccoli Pasta,FALSE
Crepes Stuffed With Caramelized Banana,FALSE
Spinach Buns (Masala Palak Pav),FALSE
Garlic and Ginger Spiced Potato Wedges (Baked),FALSE
Methi Dana Sabzi - Healthy Fenugreek Seeds Stir Fry,FALSE
Safed Achari Baingan,FALSE
Burmese Samosa Soup,FALSE
Honey Sesame Chilli Potato - Indian Chinese Chilli Potato,FALSE
Apricot Muesli Coffee Slice,TRUE
Banana Yogurt and Walnut Smoothie,FALSE
Himachali Pahari Auriya Kaddu - Himachali Tangy Pumpkin Sabzi,FALSE
Goan Style Khatkhatem (Mixed Vegetable Gravy),FALSE
Mango Milkshake - Mango Smoothie,FALSE
Strawberry Salad,FALSE
Moong Dal Palak Cheela (Yellow Lentil And Spinach Crepes),FALSE
One Pot Vangi Bath Using Preethi Electric Pressure Cooker (Brinjal Rice),FALSE
Sakkaravalli Kizhangu Poriyal - Spicy Sweet Potato Roast,FALSE
Gulab Phirni,FALSE
Malai Matar Paneer (Cottage Cheese and Peas In Rich Creamy Gravy),FALSE
Aloo and Nariyal Ki Kachori (Pan Fried Farali Aloo Vada),FALSE
Egg Shoap | Assamese Appetizer,TRUE
Indian Style Tapenade,FALSE
Oats Banana And Apple Porridge For Babies And Toddlers,FALSE
Bengali Luchi - Bengali Softa Maida Puffed Puri,FALSE
Andhra Avakaya - Spicy Raw Mango Pickle,FALSE
Chettinad Style Pepper Mushroom,FALSE
Brahmin Style Vegetable Kurma,FALSE
Dahi Vada With Sweet and Spicy Chutney,FALSE
Ragi Murukku And Kodubale -Chakli And Kodubale,FALSE
Spinach Paneer Kofta Curry,FALSE
Thenkuzhal Murukku - South Indian Snack,FALSE
Green Tomato Vegetable - Raw Tomato Curry,FALSE
Pineapple And Semolina Sheera,FALSE
Chicken Meatballs In A Makhni Gravy,TRUE
Whole Green Onion - Hare Pyaaz Ki Puri,FALSE
Makki Paneer Pakora,FALSE
Avarekalu Kadubu (Hyacinth Beans Steamed Dumplings),FALSE
Chocolate Peda,FALSE
Zucchini Salad with Barbecue Sauce Dressing,FALSE
Barnyard Millet Sweet Pongal (Kuthiraivali Sakkarai Pongal),FALSE
Lebanese Style Baked Chicken and Potatoes,TRUE
Neem Flower Rasam,FALSE
Kara Sevai (Lemon Vermicelli),FALSE
"Summer Lettuce Salad with Cucumber, Tomato and Feta",FALSE
Methi Thalipeeth (Fresh Fenugreek Leaves Flat Bread),FALSE
Nepalese Chicken Sekuwa,TRUE
Dry Methi Malai Matar - Dry Methi Malai Matar,FALSE
Khatua (Bhojpuri Style Khichdi),FALSE
One Pot Aloo Gobi,TRUE
Karela Kadhi,FALSE
Tomato Onita d Kara,FALSE
Saffron Milk Masala,FALSE
Chettinad Style Urulai Roast - Baby Potato Roast,FALSE
Jackfruit Seed Korma,FALSE
Chaat Masala,FALSE
Whole Wheat Carrot Cake,FALSE
Kodava Thalia Puttu - Steamed Rice Coconut Cake,FALSE
Dahi Suran Ki Sabzi,FALSE
Cheesy Spinach Open Toast,FALSE
Cabbage Bhurji,TRUE
Palak Makhana,FALSE
Parsi Style Scrambled Eggs with Green Peas,TRUE
Penne Rigate With Minced Chicken Sauce and Cheese,TRUE
Chicken Seekh Kebab,TRUE
Savory Ricotta Tart,TRUE
Papad Raita,FALSE
Keerai Masiyal (Stir Fried Green with Mustard and Curry Leaves),FALSE
Quick Cauliflower Fried Rice,FALSE
Thai Grilled Pineapple,FALSE
Paneer Stuffed Bread Fritters,FALSE
Cauliflower Thai Red Curry,FALSE
Gulab Jamun Bread Pudding,FALSE
Potoler Dolma (Bengali Style Stuffed Pointed Gourd Curry),FALSE
Sukhi Urad Dal Sabzi,FALSE
Chicken Kappa Biryani,TRUE
Burnt Garlic Veg Fried Rice,FALSE
Harive Soppina Saaru (Karnataka Style Amaranth Leaves Cooked with Lentils),FALSE
Goan Pumpkin Sabzi,FALSE
Nutty Pineapple Tutti Frutti Cake (White Fruitcake),TRUE
Spicy Stir Fried Broccoli,FALSE
Spinach Egg Muffins,TRUE
Onion-Tomato Dosa Savoury Waffles,FALSE
Savoury Kordoi (Assamese Star Fruit Shaped Snack),FALSE
Sabsige Millet Pulav,FALSE
Sweet And Tangy Mango Ice-cream,FALSE
Safed Murgh Handi - Chicken In White Gravy,TRUE
Kanda Kairichi Chutney - Onion and Raw Mango Chutney,FALSE
Protein Rich Paneer And Horse Gram Soup - Kollu/ Kulith Soup,FALSE
Goan Style Podollim Recheado Com Batata (Snake Gourd Stuffed with Sweet Potato),FALSE
Thandu Keerai Poriyal,FALSE
Punjabi Style Tinda Sabzi,FALSE
Sprouted Moong and Methi Cheela - A Healthy Breakfast,FALSE
Veggie Chop Burger,FALSE
Lemon Parsley Quinoa,FALSE
Pumpkin Hummus,FALSE
Homemade Dhansak Masala Powder,FALSE
Quick And Simple Egg Curry,TRUE
Eggless Bread Omelette,FALSE
Barnyard Millet and Ragi Khichdi,FALSE
Coffee With Instant Coffee Powder,FALSE
Turkey chutney - ridge gourd chutney,FALSE
Manipuri Style Tan Ngang - Refined Flour/Maida Indian Puri,FALSE
Mini Onion Vada With Vengaya Sambar - Pan Fried Fritters in Tangy Lentil Curry,FALSE
North Kanara Sweet And Sour Raw Mango Chutney,FALSE
German Pancakes with Caramelised Apples,TRUE
Hariyali Paneer Tikka Masala Gravy,FALSE
Dhokla Sandwich With Capsicum And Paneer,FALSE
Phool Makhana Kheer - Sweetened With Jaggery,FALSE
Healthy Kala Chana Pakora - Black Chickpea Pakora,FALSE
Malnad Special Appe Midi Uppinakayi - Tender Mango Pickle,FALSE
Carrot Podi Dosa,FALSE
Cabbage Chana Dal Sabzi - Gobi Chana Dal,FALSE
Tallyanche Suke - Sardine Dry,TRUE
Tomato Onion Chutney,FALSE
South Indian Poli with Coconut (Obbattu/Bobbattu),FALSE
Spicy Moroccan Rice With Chicken,TRUE
Moong khichdi,FALSE
Pineapple Banana and Oat Smoothie,FALSE
Eggless Orange and Apple Ice Cream,FALSE
Lauki Ke Gatte - Whole Wheat Bottle Gourd Dumplings,FALSE
Paneer Jalfrezi,FALSE
Soya Spinach Curry - Soya And Spinach Curry,FALSE
Bengali Phool Gobhir Paturi (Cauliflower and Potatoes With Poppy Seed Paste),FALSE
Kongunadu Style Arisi Bedding Sudden,FALSE
How To Make Homemade Rose Syrup,FALSE
Punjabi Garam Masala Powder,FALSE
Moroccan Spiced Cauliflower And Almond Soup,FALSE
Gutti Dondakaya Vepudu - Andhra Style Stuffed Ivy Gourds,FALSE
"Cherry Tomato, Cucumber, Onion Salad in Red Wine Vinaigrette Dressing",FALSE
Maharashtrian Style Kolhapuri Khichdi,FALSE
Sandesh Panna Cotta,FALSE
Aloo Bhajit - Potato Bajji,FALSE
Tawa Paratha,FALSE
Shakshuka With Spinach and Feta Cheese,TRUE
Spicy Minced Chicken Keema Balls Curry,TRUE
Dadpe Pohe (Maharashtrian Poha),FALSE
Garlic Chicken Cheese Balls,TRUE
Nadan Tomato Curry - Kerala Style Nadan Tomato Curry,FALSE
Kesar Paneer Ki Kheer - Cottage Cheese Milk Pudding,FALSE
Yellow Thai Curry Paste - Yellow Thai Curry Paste,FALSE
Aubergine And Cranberry Beans Dip,FALSE
Microwave Oats Milk Halwa,FALSE
Kerala Style Okra Thoran - Kerala Style Vendakkai Thoran,FALSE
Cheesy Veg Paniyaram With Cheesy Tomato Chutney,FALSE
Chicken Pies,FALSE
Spicy Indian Style Masala Frittata,TRUE
Melon Salsa,FALSE
Besan Arbi Roast,FALSE
Giant Skillet Cookie,FALSE
Spring Onion Pakoda,FALSE
Lal Bhoplyacha Bharit (Red Pumpkin Raita),FALSE
Gujarati Style Osaman Dal,FALSE
Tomato Mozzarella Bites,FALSE
Chettinad Pattani Kurma (Chettinad Peas Curry),FALSE
Mustard Mayo Baby Potato Salad,FALSE
Low Pot Alo Ponda - Matte's Pit Paneer Pan,FALSE
Hara Bhara Kebab with Millets,FALSE
Easy Tomato And Cheese Mini Pizza,FALSE
High Protein Broccoli and Coriander Loaf,FALSE
Oats Pesarattu - Oatmeal and Green Gram Crepes,FALSE
Beetroot Chas - Spiced Beetroot Buttermilk,FALSE
Tomato Carrot Onion Soup - Healthy Tomato Carrot Onion Soup,FALSE
Maharashtrian Ambat Goda Dal,FALSE
Boodida Gummadikaya Pachi Vadiyalu -Andhra Style Ash Gourd Fritters,FALSE
Chettinad Chicken Curry - Chettinad Chicken Surri,TRUE
Karnataka Style Badanekayi Palya - Long Brinjal In Spicy Coconut,FALSE
Bengali Style Cholar Dal - Bengali Cholar Dal,FALSE
No Bake Fudge Brownies,FALSE
Udupi Style Pelakai Teepe Dose (Halasina Hanina Dose),FALSE
No Bake White Chocolate Cheesecake,FALSE
Thai Basil Chicken-Pad Krapow Gai,TRUE
Masoor Dal Makhani - Masoor Dal Makhani,FALSE
Snow Drop Cookies,FALSE
Roasted Cherry Tomato Soup,FALSE
Kaju Pista Roll - Cashew Nut Pistachio Fudge,FALSE
Kathiawadi Dhokli Nu Shaak,FALSE
Chocolate Chip Scone,TRUE
Garlic Chickpeas And Spinach Curry,FALSE
Eggless Date And Cashew Cake,FALSE
Doodhibhoplyacha Bharit - Maharashtrian Style Lauki Bharta,FALSE
Cabbage Carrot Onion Pudina Thepla,FALSE
Kolhapuri Palak Egg Curry,TRUE
Cabbage Capsicum Sabzi - Simla Mirch Patta Gobi Sabzi,FALSE
Spinach Ricotta Stuffed Ravioli Tossed In Cheesy Pumpkin Sauce,FALSE
Doodh Dudhi- Bottle Gourd In Milk Curry,FALSE
Beetroot and Sesame Thepla,FALSE
Capsicum Usili (Tamil Nadu Style Capsicum cooked with lentils spice mix),FALSE
Kathirikai Sundakkai Vathal Kuzhambu,FALSE
Andhra Style Makka Garelu - Andhra Style Makka Garelu,FALSE
Mutton Keema,TRUE
Kesar Elaichi Shrikand,FALSE
Dappalam- Andhra Vegetable Stew,FALSE
White Chickpeas In Spicy Gravy,FALSE
Spinach Corn Pasta In Creamy White Sauce,FALSE
Coriander Mint Chicken Tikka - Dhaniya Pudina Chicken Tikka,TRUE
Palak Tovve - Palak Tovve,FALSE
Udupi Style Huli Podi (Sambar Powder),FALSE
Cheesy Sweet Corn Grilled Sandwich,FALSE
Yellow Pumpkin Pulao,FALSE
Eggless Coffee Souffle With Chocolate Sauce,FALSE
Oats and Green Moong Dal Dahi Vada,FALSE
Rajasthani Hare Chana Halwa (Cholia Halwa),FALSE
Hyderabadi Marag,TRUE
Pan Fried Corn and Cheese Bites -Corn and Paneer Balls,FALSE
Potato and Basil Frittata,TRUE
Churma Ladoo With Badam and Flaxseed - High Protein Snack,FALSE
Suran Jo Kheemo-Sindhi Style Grated Yam Sabzi,FALSE
Lentil Tabbouleh (Middle Eastern Vegetarian Salad With Lentils),FALSE
Double Chocolate Coconut Fudge,FALSE
Pepe Chingri - Green Papaya Prawn Curry,TRUE
Makai Dhokla - Savoury Steamed Corn Cake,FALSE
Maharashtrian Dinkache Ladoo (Whole Wheat Flour Truffles With Edible Gum and Dry Fruits),FALSE
Wheat Paratha With Pizza Topping,FALSE
Mysore Masala Dosa Made With Yeast Dosa Batter,FALSE
Matar Chi Usal - Green Peas In A Onion Tomato Gravy,FALSE
Omurice - Japanese Omelette Rice,TRUE
Sriracha Spiced Deviled Eggs,TRUE
Strawberry Bundt Cake with Muesli and Oats,TRUE
Beetroot Garlic Lemon Rasam,FALSE
Oriya Hour Tarkari - Oriya Style Mixed Vegetables Curry,FALSE
Spicy Matar Masala,FALSE
Cucumber / Cucumber Fry - Tindora Fry,FALSE
Lucknowi Singhade Ki Kachori,FALSE
Egg Roast Masala Dosa - With Moong Dal Dosa Batter,TRUE
Spiced Chocolate And Beetroot Tea Cake,FALSE
Hariyali Chicken Tikka Wrap,TRUE
Khandeshi Dal,FALSE
Brinjal Prawns Masala Curry - Baingan Prawn Masala,TRUE
Awadhi Style Taheri - Vegetable Rice Pulao,FALSE
Oats and Rajma Cutlet,FALSE
Caramelised Onion Rosemary Chicken,TRUE
Chicken Keema Samosa,TRUE
Beetroot Cupcakes With Oreo Frosting,TRUE
Chutney Chilli Cheese Toast,FALSE
Buckwheat Vegetable Khichdi,FALSE
Idly chat,FALSE
Bruschetta With Coriander Mint Pesto And Red Bell Peppers,FALSE
Palak Kadhi - Spinach Kadhi,FALSE
Restaurant Style Chicken 555,TRUE
Kerala Tomato Fry - Kerala Tomato Fry,FALSE
Classic Hummus - Classic Homemade Hummus With Lemon And Coriander,FALSE
Dum Ke Shami Kebab,TRUE
Meat Masala Stuffed Bharwa Baingan,FALSE
Steam Hilsa (SateAmed Hilsa),TRUE
Onion Pakora Roll,FALSE
Banarasi Cabbage Vegetable - Chocolate Flower Cooked with Nigella,FALSE
Pudina Chutney,FALSE
Makka Cholam Sundal (Spicy Sweet Corn),FALSE
Tamil Nadu Style Capsicum With Lentils Spice Mix,FALSE
Mullangi Poriyal - South Indian Style Radish Stir Fry,FALSE
Anhui Bang Tofu Salad,FALSE
Red Wine Chocolate Cake,TRUE
Jaipuri Potato Onion Vegetable - Jaipuri Aloo Pyaz Ki Sabzi,FALSE
Tagliatelle Pasta With Fresh Tomato Basil Sauce,FALSE
One Pot Vegetable Biryani In Preethi Electric Pressure Cooker,FALSE
Fada Ni Khichdi,FALSE
Lavand-E-Murgh - Afghani Chicken In Yoghurt Gravy,TRUE
Raw Mango Dal Fry - Raw Mango Dal Fry,FALSE
Mixed Vegetable Idli Upma,FALSE
Mixed Vegetable Curry Roll,FALSE
Cheese Crackers,FALSE
Mango Jalapeno Bruschetta,FALSE
Kallu Knockout (Sprouted Horse Gram Wright),FALSE
Homemade Pan Pizza With Perfectly Crispy Crust,FALSE
Horsegram Sesame Chutney,FALSE
Kerala Style Rich Creamy Egg Cashew Curry,TRUE
Egg Bhurji Stuffed Pita Pockets,TRUE
Almond Butter,TRUE
Yellow Cucumber Pachadi,FALSE
Goan style Caril De Camarao (Prawn Curry),TRUE
Tamil Nadu Style Masala Dal Vada,FALSE
Sticky Cranberry Gingerbread,TRUE
Paruppu Thogayal -Tour and Bengal Gram Chutney,FALSE
Mushroom Do Pyaza,FALSE
Buttermilk Cinnamon Rolls,FALSE
Pumpkin Spice Curry - Andhra Style Pumpkin Curry,FALSE
Dark Chocolate Cream Jars,FALSE
Spicy and Creamy Achari Mushroom Open Toast,FALSE
Mango Greek Yogurt Cheesecake with Muesli Crumble,FALSE
Mumbai Style Tawa Pulao With Moong Sprouts,FALSE
Healthy Creamy Chicken Soup With Vegetables,TRUE
Gujarati Valsadi Vada - Multigran Masala Vada,FALSE
Maharashtrian Tindora Sabzi With Peanuts,FALSE
Goan Soya Mince Potato Chop,FALSE
Chickpea Salad With Raw Mango,FALSE
Kerala Style Beetroot Pachadi,FALSE
Bitter gourd spice vegetable,FALSE
Foxtail Millet Podi Dosa,FALSE
Chow Chow Vegetable - Chow Chow Poriyal,FALSE
Bhaja Pithe,FALSE
Saag Tofu (Tofu Simmered in Spiced Mustard and Spinach Leaves),FALSE
Himachali Chana Madra (Himachali Chana Madra),FALSE
Vietnamese Lemongrass Shrimp Skewers,TRUE
Classic Indian Sliced Salad,FALSE
Goan Kaju Curry (Spicy Goan Cashew Nut Curry),FALSE
Summer Squash Pasta,FALSE
Mexican Beans Salad,FALSE
Chettinad Paruppu Urundai Kuzhambu (Steamed Lentil Balls Cooked in a Tangy Curry),FALSE
Hilsa Oil Soup - Bengali Hills Fish Curry,TRUE
Spinach And Corn Pasta Salad In Jar,FALSE
Kaacha Gola (Bengali Sweet Cottage Cheese Balls),FALSE
Assamese Style Walking Catfish In Curry Leaf Gravy,TRUE
Khumb Kakuri Potli Kebab With Sandwich Spread,FALSE
Bajra Khincha,FALSE
Capsicum Curry,FALSE
Potato Latkes,FALSE
Mint and Pomegranate Raita (Mint and Pomegranate Raita),FALSE
Chettinad Vegetable Biryani,FALSE
Asian Style Rice Noodle Salad With Vegetables,FALSE
Banarasi Chuda Pea / Chuda Pea,TRUE
Kashmiri Saag - Kashmiri Style Spinach / Palak,FALSE
Kolhapuri Palak Egg Curry,TRUE
Goan Style Mushrooms,FALSE
Keema Bhindi Masala - Okra and Minced Meat Curry,TRUE
Mushroom Empanadas,FALSE
Uttarkhand Style Mixed Bhaddu Dal,FALSE
Cape Gooseberry Salad,FALSE
Crisp Baked Tandoori Mayo Cheddar Chicken,TRUE
Amarod Curry (Parsi Steel Dry Guava Curry),FALSE
Ratalu Pakora - Purple Yam Pakora/Fritters,FALSE
Mango Salsa - Fresh Mango Salsa,FALSE
Shahi Tindora - Tindora In Cashew Nut Gravy,FALSE
Cinnamon Sugar Focaccia Bread,FALSE
Spinach And Corn Au Gratin With Cheesy Dip,FALSE
Egg Rolls With Moringa Leaves-Eggs with Drumstick Leaves,TRUE
Brown Rice Flakes Pudding / Desi Poha Kheer,FALSE
Cardamom Macaroons,FALSE
Chilli Cheese Mushroom Momo,FALSE
Goan Style Bimblanche Sasav,FALSE
Chickoo - Sapota Puree For Babies And Toddlers,FALSE
Chettinad Eral Thokku - Prawn Masala,TRUE
Kadai Chole- Dry Chickpeas Masala with Capsicum,FALSE
Besan Capsicum Ki Sabzi,FALSE
Cauliflower and Potato Stir Fry with Nigella Seeds,FALSE
Minced Meat and Corn Stuffed Bell Peppers,TRUE
Greek Style Vegan Moussaka,FALSE
Delicious Italian Chicken Cacciatore with Mushrooms and Olives - (Poultry and Vegetable Hunter's Stew),TRUE
Vegetable Manchow Soup,FALSE
Himachali Style Pahari Aloo Palda - Potatoes In Yogurt Gravy,FALSE
Chocolate Marble Cake Using Preethi Electric Pressure Cooker,TRUE
Nungu Payasam - Ice Apple/ Tender Palm Fruit Payasam,FALSE
Mangalorean Style Cheenikayi Kadubu (Pumpkin sweet idli),FALSE
Aval Upma - South Indian Style Poha,FALSE
Baked Gobi Manchurian - Baked Gobi Manchurian,FALSE
Shahjahani Khichdi - Spiked Green Moong Dal Khichdi,FALSE
Aloo Bhindi Flavored With Mustard And Poppy Seeds,FALSE
Iranian Tea,FALSE
Drumstick Leaves Ragi Roti - Moringa Millet Flat Bread,FALSE
Hariyali Matar,FALSE
Peas Pulao - Peas Pulao,FALSE
Rasawala Dhokla,FALSE
Oats Methi Muthia-Healthy Diabetic Friendly Muthia,FALSE
Gobi Biryani,FALSE
Keerai Vadai Made With Figaro Pure Olive Oil,FALSE
Chicken Chops,TRUE
Amla Thogayal,FALSE
Caramelized Banana French Toast,TRUE
Spicy Hot Chocolate - Perfect Drink For A Rainy Day or Winters,FALSE
Crunchy corn and capsicum chaat - Corn and Bell Peppers Chaat,FALSE
Aam Peda - Delicious Mango Peda,FALSE
Tamil Nadu Style Milagu Thattai (Peppered Dal-Rice Fritters),FALSE
Vanilla Panna Cotta with Cocoa and Mint,TRUE
Doi Shorshe Chingri - Prawn Mustard Curry,TRUE
Paneer and Green Peas Paratha,FALSE
Radish and Wadi vegetable,FALSE
Moong Dal Dosa,FALSE
Bengali Style Chicken Rezala - Chicken Korma,TRUE
Afghani Dhoog - Cucumber Mint Buttermilk/ Chaas,FALSE
Bhoplya Cha Bharit – Maharashtrian Pumpkin Sabzi,FALSE
Mixed Vegetable Pulao,FALSE
Raw Banana Thoran - Raw Banana Thoran,FALSE
Bow Tie Pasta With Baby Spinach,FALSE
Bread Toast,FALSE
Cheesy Stuffed Schezwan Pav,FALSE
Mushroom Baby Corn Kaalimirri - Pepper Cashew Gravy,FALSE
Fluffy and Crispy Cheese Herbed Biscuits,FALSE
Bhopli Mirchi Chi Peeth Perun Bhaji,FALSE
No Onion No Garlic Cabbage Kofta Curry,FALSE
Karuveppilai Kuzhambu (Tangy and Spicy Curry Leaves Curry),FALSE
No Bake Marie Biscuit Energy Bites,FALSE
Goan Style Mushroom Vindaloo,FALSE
Eggless Coffee Caramel Cake With Walnuts,FALSE
Saunf Wale Aloo Baingan - Fennel Spiced Potato And Eggplant,FALSE
Oatmeal Cherry Cookies,FALSE
Oatmeal Banana Mini Muffins,TRUE
Chocolate Lover's Cheesecake,FALSE
Motiya Chilman Pulao - Motiya Chilman Pulao,FALSE
Potato Vegetable - Lu Tomato Key Vegetable,FALSE
Red Wine Sauce Over Baked Sole Fish,TRUE
Lemongrass Flavored Tofu Fried Rice,FALSE
Bhel Puri With Raw Mango,FALSE
Broccoli Pakora Masala - Broccoli In Spicy Yogurt Gravy,FALSE
Long Brinjal Poriyal Masala - Green Baingan Sabzi,FALSE
Cauliflower and Cucumber Raita,FALSE
Menthi Vankaya - Andhra Style Fenugreek Spiced Baingan,FALSE
Baale Dindu Kadale Palya - Banana Stem Curry With Chickpeas,FALSE
Maharashtrian Green Chilli Thecha,FALSE
Gujarati Lasaniya Batata - Garlic Potato Curry,FALSE
Healthy Lauki Kofta Curry | Non Fried Bottle Gourd Coffee Curry | Dhoodi Kofta,FALSE
Corn and Peas Curry - Corn And Peas Curry,FALSE
Soya Keema Masala,FALSE
Tomato Basil Chicken Curry,TRUE
Kerala Style Eggplant Curry - Kerala Style Eggplant Curry,FALSE
Grilled Chicken Wings,TRUE
Veechu Parotta Or Ceylon Parotta,FALSE
Mawa Gujiya With Badam and Pista,FALSE
Vegetarian Thai Green Curry - Vegetarian Thai Green Curry,FALSE
Chettinad Rasam Powder,FALSE
Paneer Stuffed Bhindi In Ajwain Tomato Gravy,FALSE
Asian Style Stuffed Omelette,TRUE
Aluchi Bhaji - Maharashtrian Style Colocasia Leaves Curry,FALSE
Amritsari Fish Fry,TRUE
Chickpea Sundal,FALSE
Thai Coconut Curry Soup,FALSE
Inji Thogayal - Spicy and Delicious Ginger Chutney,FALSE
Diwali Cornflakes Mixture - A Savory Evening Tea Snack,FALSE
Kaju Pakoda (Cashew Nut Fritters),FALSE
South Indian Grilled Fish With Spicy Fusion Sauce,TRUE
Methi Moong Dal Palak,FALSE
Sindhi Style Chicken Curry Using Preethi Electric Pressure Cooker,TRUE
Indian Style Jeera Biscuit,FALSE
Pudina Moong Dal (Mint Moong Dal),FALSE
Shrimp Spinach Cheese Swirl,TRUE
Masala Palak Bhurji (Masala Palak Bhurji),TRUE
Matar Poha (Flattened Rice Stir Fry with Green Peas),FALSE
Udupi Style Thondekayi And Badnekayi Sambar - Ivy Gourd and Brinjal Sambar,FALSE
Kumaon Style Thechwani-Mooli Aloo Sabzi,FALSE
Chicken Ranch Wraps,TRUE
Arbi Ka Achaar (Instant Colocasia pickle),FALSE
Olive and Tofu In Harissa Curry,FALSE
Pudina Moong Dal,FALSE
Chiroti - Delicious Crispy Layered Sweet Puri,FALSE
Savory Flattened Rice and Potato Breakfast,FALSE
Mint Coriander Spice Pulao,FALSE
Paneer Malai Makhani Biryani,FALSE
Raw Mango Carrot Cucumber Salad With Peanuts,FALSE
Dried Cranberry and White Chocolate Chip Biscotti,FALSE
Andhra Style Sorakaya Kura - Bottle Gourd And Toor Dal,FALSE
Delhi Style Matar Chaat - Spicy and Tangy Green Peas Chaat,FALSE
Kongunadu Style Senai Kilangu Masala - Yam in Spicy Gravy,FALSE
No Onion No Garlic Aloo Gajar Ki Sabzi,FALSE
Konkani Style Karate Batate Puddi Sagle - Bitter Gourd and Potato Curry,FALSE
Olya Kaju Chi Amti - Malvani Cashew Nut Curry,FALSE
Chettinad Mint Potato Biryani,FALSE
Puffed Lotus Seed Pakoras - Makhana Pakora,FALSE
Thengai Paal Kurma - Mixed Vegetables In Coconut Gravy,FALSE
Kala Chana Pilaf,FALSE
Drumstick Leaves Fried Rice,FALSE
Fish Fry - Kerala Style Fish Split,TRUE
Meetha Daliya With Milk and Fruits - Broken Wheat Porridge,FALSE
Whole Wheat Naan,FALSE
Amritsari Murgh Makhani- Chicken Makhani,TRUE
Oriya Special Dalma,FALSE
Thai Lemongrass Rice,FALSE
Semolina Vegetable Chilla,FALSE
How To Make Homemade Kashmiri Masala/ Spice Mix,FALSE
Pumpkin Coconut Ladoo,FALSE
Dal Fry,FALSE
Raw Banana Tikkis,FALSE
Katachi Amti (Spicy Accompaniment To Maharashtrian Puran Poli),FALSE
Maharashtrian Vegetable Amboli (Savory Lentil Pancake Topped With Vegetables),FALSE
Amrood Raita,FALSE
Achari Aloo,FALSE
Goan Style Kulkuls (Honey glazed wheat Curls),TRUE
Pumpkin Cheesecake,TRUE
Tofu Fried Rice,FALSE
Stuffed Strawberries With Grated Paneer,FALSE
Mango Phirni - Mango Rice Pudding,FALSE
Spicy Mushroom Veggie Burger,FALSE
Healthy Amaranth Potato Thyme Croquette,FALSE
Herbed Buttered Rice With Green Peas,FALSE
Stuffed Kathal,FALSE
Gujarati Meetha Pudla With Caramelized Bananas,FALSE
